Market,Category,URL,ASIN,Date,Time,Title,Ratting,Availability,Desc,list_price,Image,Brand,Seller_Rank,customer_ratting,ship_by,sold_by,Is_new,Date_First_Available,Tables
US,automotive,https://www.amazon.com/dp/B0002BBX3U,B0002BBX3U,28/05/2022,15:07:56,"Henkel 908570 2.7 oz Tub Clear Silicone Waterproof Sealant, Single Tube",4.5 out of 5 stars,In Stock.,"Product Description 908570 3oz Features: -Adhesive sealant. -Flexible. -Waterproof. -Clear. Product Type: -Silicone Sealants. Dimensions: Overall Height - Top to Bottom: -3. 81 Inches. Overall Width - Side to Side: -8 Inches. Overall Depth - Front to Back: -1. 25 Inches. Overall Product Weight: -0. 24 Pounds. From the Manufacturer For over 50 years, Loctite has provided customers with advanced adhesive and sealing solutions. Loctite Clear Silicone is a multipurpose adhesive and sealant which creates a waterproof, protective seal that is ideal for metal, glass, rubber, tile and porcelain. It is designed to be used indoors and outdoors to repair everything from electrical connections to seams on boots to stop leaks in wet weather. Loctite Clear Silicone can be used to bond or repair saltwater or freshwater aquariums. Our uncompromising level of quality and innovation is achieved through a strong commitment to research and development. This commitment to innovation, quality and reliability has truly earned Loctite the reputation of delivering ""Trusted Performance. Proven Results"".",$5.78$5.78,https://images-na.ssl-images-amazon.com/images/I/71ebkNL3pbS.__AC_SX300_SY300_QL70_FMwebp_.jpg,Henkel,#149 in Industrial & Scientific (See Top 100 in Industrial & Scientific)#1 in Silicone Adhesives,"11,845 ratings",Ships from Amazon.com , Amazon.com,Yes,"March 7, 2007","{'ASIN': 'B0002BBX3U', 'Customer Reviews': '4.5 out of 5 stars11,845 ratings4.5 out of 5 stars', 'Best Sellers Rank': '#149 in Industrial & Scientific (See Top 100 in Industrial & Scientific)#1 in Silicone Adhesives', 'Date First Available': 'March 7, 2007', 'Manufacturer': 'Loctite', 'Part Number': '908570', 'Item Weight': '3.52 ounces', 'Product Dimensions': '1.25 x 3.81 x 8 inches', 'Country of Origin': 'China', 'Item model number': '908570', 'Is Discontinued By Manufacturer': 'No', 'Size': 'Single 2.7 Oz Tube', 'Color': 'Clear', 'Material': 'Multi', 'Pattern': 'Sealant', 'Item Package Quantity': '1', 'Included Components': 'Sealant, Silicone, Clr', 'Batteries Included?': 'No', 'Batteries Required?': 'No'}"
US,automotive,https://www.amazon.com/dp/B07HNHC828,B07HNHC828,28/05/2022,15:08:05,"Carfidant Scratch and Swirl Remover - Ultimate Car Scratch Remover - Polish & Paint Restorer - Easily Repair Paint Scratches, Scratches, Water Spots! Car Buffer Kit",3.9 out of 5 stars,In Stock.,"This fits your . Make sure this fits by entering your model number. EASY SCRATCH & SWIRL REPAIR - If your car has light scratches, swirls, or other marks - you can easily fix that with our Scratch & Swirl Remover Kit! Using the included buffer pad, our specially formulated compound will allow you to easily remove and ""erase"" years of wear and tear from your vehicles paint and overall appearance! (Please note if you have very deep scratches that can be easily felt with the tip of your fingernail the product may not help as much.)ULTIMATE PAINT RESTORER - Not only will this remove swirls and scratches, it will restore the gloss and shine of your paint and bring it back to its original brilliance! The special rubbing compound will remove water spots, oxidation and other contaminants from your paint! Easily buff it all out by hand with our included buffer pad!PREMIUM CHEMICALS - We formulate all our products to ensure they are the best! Professional grade, but easy enough for anyone to use! We use only the absolute best chemicals and ensure there are no unnecessary color dyes or scents! You get the best cutting polishing compound in a specifically formulated formula with a kit that lets you go right to work!SAFE FOR ALL PAINT COLORS - Our Ultimate Car Paint Scratch Repair Kit is safe to use on all paints and colors. You can safely use it on any clearcoat, single stage, or multi stage paint!MADE IN USA - CARFIDANT 100% SATISFACTION - Don't take our word that this is the best in car detailing products and car cleaning supplies, if you are not 100% satisfied we will refund you in full! We are professionals! We are enthusiasts! We spent years developing our professional automotive detailing products and believe in them 100%! We use them. Our friends use them. If you are not 100% satisfied with any of our products, we will give you a full refund! Send us a message!› See more product details",$19.95$19.95,https://images-na.ssl-images-amazon.com/images/I/61voYUWqfrL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Carfidant,#65 in Automotive (See Top 100 in Automotive)#1 in Polishing & Rubbing Compounds,"38,428 ratings",Ships from Amazon , Carfidant,Yes,"September 25, 2018","{'ASIN': 'B07HNHC828', 'Customer Reviews': '3.9 out of 5 stars38,428 ratings3.9 out of 5 stars', 'Best Sellers Rank': '#65 in Automotive (See Top 100 in Automotive)#1 in Polishing & Rubbing Compounds', 'Date First Available': 'September 25, 2018', 'Manufacturer': 'Carfidant', 'Brand': 'Carfidant', 'Item Weight': '10.8 ounces', 'Product Dimensions': '2.76 x 2.36 x 8.46 inches', 'Item model number': '5', 'Is Discontinued By Manufacturer': 'No', 'Manufacturer Part Number': 'CARF-C305'}"
US,automotive,https://www.amazon.com/dp/B003IS3HV0,B003IS3HV0,28/05/2022,15:08:16,"Leather Honey Leather Conditioner, Best Leather Conditioner Since 1968. For Use on Leather Apparel, Furniture, Auto Interiors, Shoes, Bags and Accessories. Non-Toxic and Made in the USA!",4.5 out of 5 stars,In Stock.,"This fits your . Make sure this fits by entering your model number. POWERFUL LEATHER CONDITIONER: Leather Honey penetrates deep to protect new leather and rejuvenate dry leather and old leather. This non-toxic leather conditioner has no silicone, solvents or animal products. Not sticky and completely odorless. Protect leather all year long from snow & rain with our water-repellant formula!RESTORE ALL TYPES/COLORS OF LEATHER: Soften leather furniture, moisturize leather car interiors & promote flexibility in your favorite leather belt or leather shoes. Great for upholstery, truck seats, motorcycle leather, boots, gloves, purses, jackets, saddles & tack! Not for use on suede, faux leather or vinyl.FAMILY-OWNED, AMERICAN-MADE, SPECIALLY FORMULATED: For over 50 years, we have been making the best leather care products, including Leather Honey Leather Conditioner, the #1 best-selling leather care product on Amazon. Use our leather conditioner with Leather Honey Leather Cleaner, also an Amazon best-seller!A LITTLE GOES A LONG WAY: To apply, put a quarter-size drop of Leather Honey Conditioner on a Leather Honey Lint-Free Applicator Cloth. Spot test in a discreet area and allow test area to dry. Then completely coat your leather in a thin, even layer of conditioner. Use product at room temperature or warm slightly before use.UNLIMITED 100% SATISFACTION GUARANTEE: Our small family business has millions of happy customers. If you're not satisfied with any of our leather care products, simply return them for a full refund of your purchase price!› See more product details","['$27.99', '$19.99']",https://images-na.ssl-images-amazon.com/images/I/516ej6vg9LL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Leather Honey,#42 in Automotive (See Top 100 in Automotive)#1 in Leather Care Products#3 in Amazon Launchpad Electronics,"42,191 ratings",Ships from Amazon , LEATHER Honey,Yes,"April 23, 2010","{'ASIN': 'B003IS3HV0', 'Customer Reviews': '4.5 out of 5 stars42,191 ratings4.5 out of 5 stars', 'Best Sellers Rank': '#42 in Automotive (See Top 100 in Automotive)#1 in Leather Care Products#3 in Amazon Launchpad Electronics', 'Date First Available': 'April 23, 2010', 'Manufacturer': 'Leather Honey', 'Brand': 'Leather Honey', 'Item Weight': '7.8 ounces', 'Product Dimensions': '5.91 x 2.76 x 1.18 inches', 'Item model number': '8542145260', 'Is Discontinued By Manufacturer': 'No', 'Manufacturer Part Number': '8OZ'}"
US,automotive,https://www.amazon.com/dp/B004MDXS0U,B004MDXS0U,28/05/2022,15:08:24,BESTEK 300W Power Inverter DC 12V to 110V AC Car Inverter with 4.2A Dual USB Car Adapter,4.6 out of 5 stars,In Stock.,"About this itemThis fits your . Make sure this fits by entering your model number. BESTEK Advantage: America's leading power inverter brand. Provides 300 Watts continuous DC to AC power and 700 Watts instantaneous power, featuring 2 AC outlets and 2 USB portsFast Charging: two 110V AC outlets for charging larger devices such as laptops and tablets, 2 USB charging ports (0-2.4A) for powering USB compatible devices, a good choice as requisite car accessoriesUltra Compact and Lightweight: iPhone-sized design ideal for use on vacations, work trips, and camping. 24 inch cigarette lighter plug makes the power inverter can be plugged into almost any vehicleMulti-Protection: built-in 40 amps fuse to protect your device. Safe charging design provides protection against, overheating, under and over voltage charging, short circuitingDurable metal housing provides advanced protection from drops and bumps.Smart cooling fan system makes the car power inverter very silent when operating,and the fan runs faster when the device gets warmer or output power exceeds 70W.18-Months Warranty",$29.99,https://images-na.ssl-images-amazon.com/images/I/7164SYS5GUL.__AC_SX300_SY300_QL70_FMwebp_.jpg,BESTEK,#113 in Automotive (See Top 100 in Automotive)#2 in Power Inverters,"25,772 ratings",Ships from Amazon , BESTEK.,Yes,"February 5, 2011","{'Product Dimensions': '4.8 x 3.1 x 1.9 inches', 'Item Weight': '10.1 ounces', 'ASIN': 'B004MDXS0U', 'Item model number': 'MRI3011BU', 'Customer Reviews': '4.6 out of 5 stars25,772 ratings4.6 out of 5 stars', 'Best Sellers Rank': '#113 in Automotive (See Top 100 in Automotive)#2 in Power Inverters', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'February 5, 2011', 'Manufacturer': 'BESTEK'}"
US,automotive,https://www.amazon.com/dp/B07NPMV1H5,B07NPMV1H5,28/05/2022,15:08:33,"Fahren H11/H9/H8 LED Headlight Bulbs, 60W 12000 Lumens Super Bright LED Headlights Conversion Kit 6500K Cool White IP68 Waterproof, Pack of 2",4.5 out of 5 stars,In Stock.,"About this itemThis fits your . Make sure this fits by entering your model number. 300% Brighter Than Halogen - Top Automotive Grade LED chips with 60W, 12,000LM per pair, 6500K cool white. Super focused beam pattern design provides wider and farther lighting range which is 3 times brighter than your original halogen bulb.Over 5,0000 Hours Lifespan - Whole aviation aluminum body, unique hollow carved heat sink design and 1,2000RPM turbo cool fan provide super cooling ability, which ensures a longer lifespan up to 5,0000 hours.10 Minutes Easy Installation - Almost 1:1 mini design same as halogen, perfectly fit into your housing and factory sockets without any modification, just plug and play.CAN bus Ready for 98% Vehicles - Our bulbs work with 98% of vehicle's computer system without error, while some sensitive models of Ford, Jeep, Dodge, Ram, Volvo, Lexus, Chrysler, Mini and etc may require additional CAN bus decoder to be installed.Note - The filter system may not be 100% accurate or up to date, please check your owner's manual or the part number on your original bulbs to confirm the bulb size. Refer to ""how to pick the right bulb size"" in our Product Description.› See more product details","['$59.99', '$39.99']",https://images-na.ssl-images-amazon.com/images/I/71eEaDFxb-L.__AC_SX300_SY300_QL70_FMwebp_.jpg,FAHREN,#62 in Automotive (See Top 100 in Automotive)#1 in Headlight & Taillight Conversion Kits,"50,965 ratings",Ships from Amazon ," Fahren_LED Packaging Shows what’s inside.To hide it, choose Ship in Amazon Packaging at Checkout.",Yes,"February 13, 2019","{'ASIN': 'B07NPMV1H5', 'Customer Reviews': '4.5 out of 5 stars50,965 ratings4.5 out of 5 stars', 'Best Sellers Rank': '#62 in Automotive (See Top 100 in Automotive)#1 in Headlight & Taillight Conversion Kits', 'Date First Available': 'February 13, 2019', 'Manufacturer': 'Fahren', 'Brand': 'FAHREN', 'Model': 'LED Bulb', 'Item Weight': '11.7 ounces', 'Package Dimensions': '7.09 x 4.76 x 2.05 inches', 'Item model number': 'LED', 'Exterior': 'Painted', 'Manufacturer Part Number': 'WMDVJHWWFE11', 'Position': 'Front', 'Bulb Type': 'LED', 'Special Features': '50,000H Lifespan, Adjustable Beam, Plug and Play', 'Voltage': '12 Volts', 'Wattage': '60 watts'}"
US,automotive,https://www.amazon.com/dp/B000BUU5WW,B000BUU5WW,28/05/2022,15:08:41,"Camco 20 Ft (43051) Sidewinder RV Sewer Hose Support, Made From Sturdy Lightweight Plastic, Won't Creep Closed, Holds Hoses in Place - No Need for Straps",4.7 out of 5 stars,In Stock.,"Camco RV 20' Sidewinder Plastic Sewer Hose Support is sturdy and lightweight. Plastic support with strong snap fit hinges has deep cradles to hold sewer hose in place without straps. No staples to rust. Easily positions around obstacles and stays where you put it. Won’t creep closed. Convenient handle makes storage even easier. The bottom of the Sidewinder cradle is 7 1/4"" high at its highest point and 4"" high at its lowest point. Patented.",$35.47,https://images-na.ssl-images-amazon.com/images/I/812geW5KAoL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Camco,#33 in Automotive (See Top 100 in Automotive)#1 in RV Sewer Hose Carriers & Fittings,"34,864 ratings",Ships from Amazon.com ," Amazon.com Packaging Shows what's inside and can’t be hidden. If this is a gift, consider shipping to a different address.",Yes,"October 19, 2005","{'ASIN': 'B000BUU5WW', 'Customer Reviews': '4.7 out of 5 stars34,864 ratings4.7 out of 5 stars', 'Best Sellers Rank': '#33 in Automotive (See Top 100 in Automotive)#1 in RV Sewer Hose Carriers & Fittings', 'Date First Available': 'October 19, 2005', 'Manufacturer': 'Camco', 'Brand': 'Camco', 'Model': '43051', 'Item Weight': '1.07 pounds', 'Product Dimensions': '13.07 x 10.24 x 8.98 inches', 'Country of Origin': 'China', 'Item model number': '43051', 'Is Discontinued By Manufacturer': 'No', 'Exterior': 'Smooth', 'Manufacturer Part Number': '43051', 'OEM Part Number': '43051'}"
US,automotive,https://www.amazon.com/dp/B074KWP2HJ,B074KWP2HJ,28/05/2022,15:08:48,FOVAL 200W Car Power Inverter DC 12V to 110V AC Converter with 4 USB Ports Charger,4.6 out of 5 stars,In Stock.,"About this item【200W CAR POWER INVERTER】Car power converter featured with 2 X US standard AC sockets 4 X USB charging ports, DC 12V to AC 110V converter provides power up to 180W great for charging laptop, tablets, cell phone, Christmas gift,string lights, breast pump, CPAP machine, nebulizer, game console, kindle, TV, DVD players, lights, iPad, and other electronic devices.【TRAVEL KIT】Just about credit card size - 3. 2 x 2. 5 x 1. 5 inches, space-saving and easy storage, Extremely portable and lightweight at only 8 oz.+【MULTI-PROTECTION & SMART COOLING FAN】 Built-in multi-protection system provides full-protection with short-circuit , low-voltage, over-charge, over-voltage, over-load, over temperature protection, built-in fuse. Smart cooling fan makes the car power inverter silent when operating, and it runs faster when it gets warmer.【WARM TIPS】Only for DC 12V and car, not applied for DC 24V and airplane use. Do not use to power high-power electrical equipment, such as hair dryers, electric heaters, which may blow the fuse.【PROFESSIONAL SERVICE】 Choose FOVAL car power inverter adapter. We provide 24 months warranty and after-sale customer service support to make you 100% satisfied. If our product did not meet your expectation, please be free to contact us anytime.","['$25.98', '$20.98']",https://m.media-amazon.com/images/I/51wBDH+pUGL._AC_SY300_SX300_.jpg,FOVAL,#57 in Automotive (See Top 100 in Automotive)#1 in Power Inverters,"12,725 ratings",Ships from Amazon , FOVAL,No,"August 4, 2017","{'Product Dimensions': '2.76 x 1.57 x 2.36 inches', 'Item Weight': '6.3 ounces', 'ASIN': 'B074KWP2HJ', 'Item model number': 'SGR-NX2011SK-2', 'Customer Reviews': '4.6 out of 5 stars12,725 ratings4.6 out of 5 stars', 'Best Sellers Rank': '#57 in Automotive (See Top 100 in Automotive)#1 in Power Inverters', 'Is Discontinued By Manufacturer': 'No', 'Other display features': 'Wireless', 'Colour': 'Grey', 'Included Components': 'Inverter', 'Manufacturer': 'FOVAL', 'Country of Origin': 'China', 'Date First Available': 'August 4, 2017'}"
US,automotive,https://www.amazon.com/dp/B00H7LPKKU,B00H7LPKKU,28/05/2022,15:09:12,"LockNLube Grease Gun Coupler locks onto Zerk fittings. Grease goes in, not on the machine. World's best-selling original locking grease coupler. Rated 10,000 PSI. Long-lasting rebuildable tool.",4.7 out of 5 stars,In stock.  Usually ships within 3 days.,"This fits your . Make sure this fits by entering your model number. Locks on, does not leak1/8"" NPT compatible with all grease guns - battery, pneumatic, manualGrease goes in, not on, the machineWorld's original locking grease coupler.World's only rebuildable grease coupler. Lowest lifetime cost.› See more product details",$32.99,https://images-na.ssl-images-amazon.com/images/I/61J0QFPuKmL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Brand: LockNLube,#60 in Automotive (See Top 100 in Automotive)#1 in Grease Guns,"22,160 ratings",Ships from Amazon , LockNLube,Yes,"December 9, 2013","{'ASIN': 'B00H7LPKKU', 'Customer Reviews': '4.7 out of 5 stars22,160 ratings4.7 out of 5 stars', 'Best Sellers Rank': '#60 in Automotive (See Top 100 in Automotive)#1 in Grease Guns', 'Date First Available': 'December 9, 2013', 'Manufacturer': 'LockNLube', 'Part Number': 'GC81011', 'Item Weight': '6 ounces', 'Product Dimensions': '3.45 x 0.63 x 1.66 inches', 'Country of Origin': 'South Africa', 'Item model number': '1/8\\\\\\"" NPT', 'Is Discontinued By Manufacturer': 'No', 'Item Package Quantity': '1', 'Cutting Diameter': '0.63 Inches', 'Batteries Included?': 'No', 'Batteries Required?': 'No', 'Warranty Description': 'Lifetime manufacturing warranty. Replaceable wear parts. Spare set included.', 'Assembled Diameter': '0.63 Inches'}"
US,automotive,https://www.amazon.com/dp/B07RHSD9WM,B07RHSD9WM,28/05/2022,15:10:17,USB C Car Charger 48W Super Mini AINOPE All Metal Fast USB Car Charger Adapter PD&QC 3.0 Dual Port Compatible with iPhone 13 12 11 Pro Max X XR XS 8 Samsung Galaxy Note 20/10 S21/20/10 Google Pixel,4.6 out of 5 stars,In Stock.,"About this item⚡EFFICIENT QUICK CHARGING: AINOPE 48W fast USB C car charger supporting PD 30W(Max) and QC 18W(Max) high output, can fast charge all prevailing phones at the same time. The PD port, 6X faster than 2.4A charger, can fast charge Note 20/10/10+, iPhone 13/12/12 Mini/12 Pro/12 Pro Max/11/Pro/Max, iPhone X/XS/XR/8/8 Plus/SE, Pixel 3/3a/XL, etc.; Quick Charge 3.0 port, charges devices from 0% to 80% within 35 minutes, compatible with S8/9/10/20/21/Plus, Note 8/9/10/20/21/Plus, etc.⚡OFFICIALLY APPROVED PD3.0 + QC3.0, AIM FOR FASTER & SAFER: This car charger has been recognized by official USB-IF and Qualcomm and passes 15 multi-layer tests, so charging efficiency has increased by 80% and charging stability rate increased by 93% and the using durability increased by 200% so you can charge faster and safer. Promise you, offering whole Life Charging.⚡CHARGER TWO DEVICES SIMULTANEOUSLY: Equipped with USB A(QC3.0) port and USB C(PD3.0) port, AINOPE cigarette lighter usb charger can charge two devices simultaneously, no drop in power even when simultaneously fast charging as its indepent PD&QC3.0 protocol chip. (❤️TIPS: IPHONE REQUIRES A LIGHTNING TO C CABLE FOR CHARGING(NOT INCLUDED!!!).⚡COMPACT SIZE & ALL METAL, SMALLER AND SAFER: 1. Tiny thumb-sized body of type C car charger perfectly fits and sits snugly with most cigarette lighters, freeing up more space and providing you comfortable aesthetic. 2. The solid full Aluminum Alloy body features exquisite texture and durable lifetime, and protects your devices from over heating, over-voltage, over-current.⚡DURABLE USB C-C CABLE, COST EFFECTIVE AND CONVENIENT: Aiming to offer more convient driving experience, AINOPE Attached a 3.3 ft nylon USB C to C cable featured Anti-break SR and hard-wearing nylon, enduring more than 40,000+ times bending test without break. What's more, it support fast charging up to 30W, perfect compatible with all android & USB C device. (NOTE: Only work with USB-C connector. It does not work with Lightning connector.)⚡WIDELY COMPATIBILITY: AINOPE USB C & A car charger compatible with iPhone 13, 13 pro, 13 pro max, 13 mini, 12, 12 Mini, 12 Pro, 12 Pro Max, SE, 11 Pro Max, XR, XS MAX, XS, X, 8 Plus, iPad Pro iPad Air, iPad mini, Samsung Galaxy Note 20 Ultra Note10 Plus S21+ S20 S10 5G S10E A52 A71 A51 A10E S9 S9 Plus S8+ Note 9 A80 A70 A50 A30 A20 A10, Google Nexus 6P Pixel 5 4xl 3xl 2xl 3a 4 4a, LG G8 G7 ThinQ V50 V40 V35 V30 V30s, HTC One M9+, Blue, LG, Nokia, Motorola, Sony, Kindle Fire HD 10, etc.❤️WE CARE FOR YOU❤️: This item comes with lifetime friendly customer service. Please email AINOPE-authorized store first for solution, we will be sure to provide a satisfying solution for you. (The gift USB C to C cable is NOT LIGHTNING CABLE FOR IPHONE, but convenient for Android phones and USB-C iPads achieve PD fast charging.)",$16.99,https://images-na.ssl-images-amazon.com/images/I/61zIuqCmoOL.__AC_SX300_SY300_QL70_FMwebp_.jpg,AINOPE,#158 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)#4 in Cell Phone Automobile Chargers,"20,797 ratings",Ships from Amazon , AINOPE US,Yes,"May 7, 2019","{'Product Dimensions': '1.8 x 0.8 x 1 inches', 'Item Weight': '2.88 ounces', 'ASIN': 'B07RHSD9WM', 'Item model number': 'H78', 'Customer Reviews': '4.6 out of 5 stars20,797 ratings4.6 out of 5 stars', 'Best Sellers Rank': '#158 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)#4 in Cell Phone Automobile Chargers', 'Is Discontinued By Manufacturer': 'No', 'Connectivity technologies': 'Usb C', 'Special Features': '[All Metal] USB C car charger [Ultra Compact] PD 3.0 & QC 3.0, 2 in 1 car charger.[NOT INCLUDE A IPHONE LIGHTNING CABLE]', 'Other display features': 'Wireless', 'Colour': 'Black', 'Manufacturer': 'AINOPE', 'Date First Available': 'May 7, 2019'}"
US,automotive,https://www.amazon.com/dp/B07VCBQ6KF,B07VCBQ6KF,28/05/2022,15:10:29,TICARVE Cleaning Gel for Car Detailing Tools Car Cleaning Kit Automotive Dust Air Vent Interior Detail Detailing Putty Universal Dust Cleaner for Auto Laptop Car Slime Cleaner,4.1 out of 5 stars,In Stock.,"This fits your . Make sure this fits by entering your model number. 🚕【Perfect for Car Cleaning】Dust cleaning gel for car is perfect for cleaning the nooks and crannies in your car or truck. Cleaning car gel cleaner is super great to get into the vents and little crevices on the car air vents, steering wheels, console panel, storage bins, cup holder, door handles, dashboards to pick up the dirt🚗【Easy to Use】Take out the car cleaning slime with dry hands, knead a few times. Press the car vent cleaner slightly on the dust surface and pull out the car cleaning putty slowly the dirt would be carried away with the car cleaner slime🚘【Reusable】Car detailing putty can be used multiple times till the color of the car goo cleaner car jelly cleaner turn to dark. After use, just put the car goop cleaner back into the jar and sealed storage in cool place (below 104°F). 🚱Note: Don’t wash the car cleaning gel with water🌿【High-tech Material】Car slime for cleaning is made of high-tech cleaning material with lavender scent. Car putty for cleaning sticky dust but not sticky to hands. Car cleaning goo pick up dust and debris and leaves no residue.🚚【Brand New Package】All TICARVE car putty cleaner are sold brand new. If you find that the package is opened or damaged, the car detailing kit dirty or any other issues when you receive the cleaning gel putty, please message us in time, we will give you a full refund and send you a new replacement› See more product details",$6.98,https://images-na.ssl-images-amazon.com/images/I/71j60x8bWxL.__AC_SX300_SY300_QL70_FMwebp_.jpg,TICARVE,#72 in Automotive (See Top 100 in Automotive)#6 in Interior Care Products,"41,851 ratings",Ships from Amazon , TICARVE,No,"July 16, 2019","{'ASIN': 'B07VCBQ6KF', 'Customer Reviews': '4.1 out of 5 stars41,851 ratings4.1 out of 5 stars', 'Best Sellers Rank': '#72 in Automotive (See Top 100 in Automotive)#6 in Interior Care Products', 'Date First Available': 'July 16, 2019', 'Manufacturer': 'TICARVE', 'Brand': 'TICARVE', 'Item Weight': '6.7 ounces', 'Package Dimensions': '2.68 x 2.64 x 2.44 inches', 'Item model number': 'TCG001-blue', 'Manufacturer Part Number': 'TCG001-blue'}"
US,automotive,https://www.amazon.com/dp/B09LYDP13X,B09LYDP13X,28/05/2022,15:10:43,"Qifutan Phone Mount for Car Vent [2022 Upgraded Clip] Cell Phone Holder Car Hands Free Cradle in Vehicle Car Phone Holder Mount Fit for Smartphone, iPhone, Cell Phone Automobile Cradles Universal",4.6 out of 5 stars,In Stock.,"About this itemUpgraded Vent Clip: The Car phone mount features a stronger, thinner vent clip and an innovative support ring for extra support, which could hold your phone securely on an air vent in your car. NOTE: THIS CAR MOUNT FOR PHONE is ONLY MATCHED WITH HORIZONTAL BLADE AIR VENTSAdjustable Attachment: The phone holder car features an adjustable support ring, it can be rotated to any angle without blocking the vents. The Adjustable Bottom Foot can fit all phonesInnovative Hollow Silicone Rubber: The car mount for iPhone is armed with an innovative hollow silicone rubber, which is more stable when compared with other common silicone rubbers. When you put your phone on the car phone mount, your phone can fully fit the hollow silicone rubber cushion so that it won't drop at allPerfect Protection: The car vent phone mount is equipped with a thick layer of silicone which could protect your smartphone from wear and tearIdeal Viewing Angle: The 360° rotating and pivoting ball joint can be adjusted to any viewing angle and quickly switch between vertical and horizontal visual angles",$12.99$12.99,https://images-na.ssl-images-amazon.com/images/I/71slV0D1MML.__AC_SY300_SX300_QL70_FMwebp_.jpg,Qifutan,#203 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)#1 in Cell Phone Mounts#9 in Cell Phone Automobile Cradles,"1,258 ratings",Ships from Amazon , Qifutan Direct US,Yes,"November 16, 2021","{'Package Dimensions': '4.72 x 3.11 x 3.07 inches', 'Item Weight': '5 ounces', 'ASIN': 'B09LYDP13X', 'Item model number': 'HD-C78', 'Customer Reviews': '4.6 out of 5 stars1,258 ratings4.6 out of 5 stars', 'Best Sellers Rank': '#203 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)#1 in Cell Phone Mounts#9 in Cell Phone Automobile Cradles', 'OS': 'IOS, Android', 'Special Features': 'Air Vent Holder Mount, Travel Car Phone Holder Mount, Anti-Scratch Car Vent Phone Mount, Support Thick Cases Car Mount, One-hand Operation Phone Holder Car', 'Manufacturer': 'Qifutan', 'Date First Available': 'November 16, 2021'}"
US,automotive,https://www.amazon.com/dp/B07P7NFV1F,B07P7NFV1F,28/05/2022,15:10:54,"Holikme 20Piece Drill Brush Attachments Set, Scrub Pads & Sponge, Buffing Pads, Power Scrubber Brush with Extend Long Attachment, Car Polishing Pad Kit",4.5 out of 5 stars,In Stock.,"About this item* * ✔ 20 Piece Drill Cleaning Attachment Set（Brush&Scouring Pads&Scrub Sponge), Includes: 6 shape of Medium drill power scrubber brushes, 9 Piece different stiffnesses Scouring pads，3 Piece scrub sponge and 4 inch backer and 1 Extension rod..* * ✔ 6 shape of brushes clean your bathtub, grout, upholstery, bathroom surface, floor, tile, shower, toilet and carpet etc, Nylon bristles will not scratch surfaces of them.* * ✔9 Piece DIFFERENT STIFFNESSES Scouring Pads and 3 Piece Scrub Sponge : perfect for kitchen cleaning Oven Stove Cooktop Sink Cast Iron Skillet Frying Pan Pots and Pans . The green pads are a bit stiffer and thicker than the red ones.* * ✔Time Saving: Get tired of the boring household cleaning? Try Holikme Power Scrubbing Drill Brush Cleaning brushes and Scouring Pads that attach to any cordless drill or impact driver, become a powerful cleaning tool. Get stubborn cleaning jobs done faster and achieve a deeper clean, definitely a good partner for your household cleaning. (DRILL IS NOT INCLUDED)* * ✔ Good Satisfaction – Every Holikme Drill Brush Attachment cleaning Product is good working performance and high quality.",$19.95,https://images-na.ssl-images-amazon.com/images/I/810td6ZwYdL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Holikme,#40 in Automotive (See Top 100 in Automotive)#1 in Machine Polishing Equipment#6 in Household Cleaning Brushes,"33,846 ratings",Ships from Amazon , Holikme Store,Yes,,"{'Package Dimensions': '10.28 x 6.85 x 4.69 inches', 'Item Weight': '1.9 pounds', 'Manufacturer': 'Holikme', 'ASIN': 'B07P7NFV1F', 'Item model number': '8541813326', 'Customer Reviews': '4.5 out of 5 stars33,846 ratings4.5 out of 5 stars', 'Best Sellers Rank': '#40 in Automotive (See Top 100 in Automotive)#1 in Machine Polishing Equipment#6 in Household Cleaning Brushes', 'Batteries Required?': 'No'}"
